date,site_0,site_1
07-09-2009,5.0326996,11.146606
08-09-2009,5.2256165,11.791608
09-09-2009,5.1643667,11.286192
10-09-2009,4.774783,10.816608
11-09-2009,4.780616,10.439107
12-09-2009,5.1239486,10.589108
13-09-2009,4.9847827,10.796191
14-09-2009,5.184366,11.447025
15-09-2009,5.387699,12.89744
16-09-2009,5.661865,12.601609
17-09-2009,5.485199,11.419524
18-09-2009,4.7643657,11.277025
19-09-2009,4.9106164,11.069526
20-09-2009,5.249783,11.409942
21-09-2009,5.1318655,10.286608
22-09-2009,4.978949,11.092025
23-09-2009,5.1676993,11.269108
24-09-2009,5.472283,10.976609
25-09-2009,5.6697826,10.384108
26-09-2009,5.553116,10.701607
27-09-2009,5.455616,10.214107
28-09-2009,5.043949,11.147024
29-09-2009,4.7801986,11.009941
30-09-2009,4.822283,11.216192
01-10-2009,5.162699,11.711607
02-10-2009,4.9085326,11.683272
03-10-2009,5.451866,11.927441
04-10-2009,5.333116,12.181192
05-10-2009,5.653532,11.33994
06-10-2009,5.6085324,10.744108
07-10-2009,5.794783,11.923276
08-10-2009,5.6531153,11.061192
09-10-2009,6.199783,11.400774
10-10-2009,5.9602,9.982858
11-10-2009,6.3285317,11.33994
12-10-2009,6.491866,11.2453575
13-10-2009,6.1201987,12.070358
14-10-2009,6.8722825,11.290359
15-10-2009,7.0635324,10.864524
16-10-2009,6.983116,11.615776
17-10-2009,6.543116,10.727024
18-10-2009,6.4314494,10.63869
19-10-2009,5.9868655,10.220358
20-10-2009,5.966449,8.535358
21-10-2009,6.395199,10.240357
22-10-2009,6.0801992,10.935357
23-10-2009,6.257283,12.01994
24-10-2009,6.300199,11.308691
25-10-2009,6.990616,10.697858
26-10-2009,6.9735327,10.588691
27-10-2009,7.038533,11.436192
28-10-2009,7.4093657,11.432024
29-10-2009,7.638532,11.327024
30-10-2009,8.083532,11.425774
31-10-2009,8.183533,10.352444
01-11-2009,8.418532,9.543692
02-11-2009,9.168531,9.377442
03-11-2009,9.573115,9.86994
04-11-2009,9.641449,9.951608
05-11-2009,9.096033,8.442858
06-11-2009,9.032283,8.393274
07-11-2009,8.89145,9.076191
08-11-2009,8.671032,8.963691
09-11-2009,8.531449,10.8303585
10-11-2009,8.14645,10.3999405
11-11-2009,8.206866,9.629525
12-11-2009,8.075617,9.095775
13-11-2009,8.146866,8.074525
14-11-2009,8.380615,8.757441
15-11-2009,8.276865,10.273692
16-11-2009,7.997699,9.656193
17-11-2009,9.025616,9.88619
18-11-2009,9.296032,8.209107
19-11-2009,9.391449,7.526191
20-11-2009,9.329367,8.741608
21-11-2009,9.1301985,8.002858
22-11-2009,9.387282,8.332442
23-11-2009,10.138948,9.2974415
24-11-2009,10.672283,10.384523
25-11-2009,10.968948,10.981607
26-11-2009,10.831866,10.721608
27-11-2009,10.423949,9.502024
28-11-2009,10.228949,8.342025
29-11-2009,10.0302,8.936608
30-11-2009,10.793117,9.497858
01-12-2009,10.831033,9.429524
02-12-2009,10.493115,9.587441
03-12-2009,10.965615,9.741608
04-12-2009,10.883116,10.197441
05-12-2009,10.606032,9.325358
06-12-2009,10.688533,9.666192
07-12-2009,10.617699,10.002858
08-12-2009,10.082283,10.680775
09-12-2009,10.135614,10.173692
10-12-2009,10.711031,9.118691
11-12-2009,10.210616,9.688275
12-12-2009,10.746034,10.189526
13-12-2009,10.541865,9.3095255
14-12-2009,11.013949,9.341608
15-12-2009,11.332698,10.130775
16-12-2009,11.011449,9.384525
17-12-2009,11.394366,10.202024
18-12-2009,12.175198,9.406191
19-12-2009,12.627281,8.797442
20-12-2009,12.251866,6.349108
21-12-2009,12.005615,5.162025
22-12-2009,12.339367,5.747442
23-12-2009,12.483949,6.30073
24-12-2009,11.742285,7.4957757
25-12-2009,11.358116,7.1778593
26-12-2009,11.458951,8.610774
27-12-2009,11.473117,9.1324415
28-12-2009,12.268533,9.093275
29-12-2009,12.513115,8.727025
30-12-2009,12.507282,9.115775
31-12-2009,12.335616,9.847858
01-01-2010,12.091864,9.432858
02-01-2010,11.735616,8.514941
03-01-2010,12.186448,8.005358
04-01-2010,12.203949,6.8595243
05-01-2010,12.90395,6.8824415
06-01-2010,12.632283,5.7995253
07-01-2010,12.198951,6.427441
08-01-2010,11.888949,7.3924417
09-01-2010,12.879367,7.579526
10-01-2010,12.6927,4.9441085
11-01-2010,12.626867,3.0814097
12-01-2010,12.421033,3.5114098
13-01-2010,12.506451,4.321192
14-01-2010,12.661449,6.003691
15-01-2010,12.496866,7.903692
16-01-2010,12.048533,9.852442
17-01-2010,12.365618,9.673275
18-01-2010,12.118115,8.490357
19-01-2010,12.327698,8.345358
20-01-2010,12.056866,8.186192
21-01-2010,12.258532,9.145359
22-01-2010,12.412699,9.626301
23-01-2010,12.65895,10.777858
24-01-2010,12.636448,10.40744
25-01-2010,13.2952,7.964525
26-01-2010,13.11895,8.046192
27-01-2010,13.379782,8.760359
28-01-2010,13.557284,8.862024
29-01-2010,13.552282,11.009941
30-01-2010,12.597282,10.877024
31-01-2010,13.2272835,9.090775
01-02-2010,13.059781,9.275775
02-02-2010,13.710198,9.892441
03-02-2010,13.898534,10.517026
04-02-2010,13.705616,11.564525
05-02-2010,13.541864,11.573491
06-02-2010,13.523116,11.306192
07-02-2010,13.722282,9.137026
08-02-2010,13.917698,10.197441
09-02-2010,13.087282,10.136608
10-02-2010,13.741448,10.6499405
11-02-2010,14.645616,10.088691
12-02-2010,14.203948,11.234107
13-02-2010,13.868116,10.302442
14-02-2010,13.928948,8.114943
15-02-2010,13.868116,10.607442
16-02-2010,14.307698,9.892858
17-02-2010,14.17145,7.2432747
18-02-2010,13.9202,6.4591084
19-02-2010,13.536031,8.546192
20-02-2010,13.637283,10.512858
21-02-2010,13.884368,11.3599415
22-02-2010,14.017283,12.347288
23-02-2010,13.581865,11.729941
24-02-2010,13.70895,12.327812
25-02-2010,13.916449,7.559942
26-02-2010,13.599365,7.834941
27-02-2010,13.841033,10.0578575
28-02-2010,13.289367,9.317025
01-03-2010,12.743947,9.410775
02-03-2010,12.918948,10.643274
03-03-2010,12.796867,9.602442
04-03-2010,12.063532,8.073691
05-03-2010,11.622701,8.432025
06-03-2010,11.7227,8.558275
07-03-2010,11.8102,7.3307743
08-03-2010,11.8327,8.323384
09-03-2010,11.575617,9.388076
10-03-2010,12.079367,11.533691
11-03-2010,12.259366,11.668274
12-03-2010,11.703949,12.595573
13-03-2010,11.970199,13.370355
14-03-2010,12.1252,11.615358
15-03-2010,11.615616,12.522659
16-03-2010,11.85395,13.600728
17-03-2010,12.404366,12.384941
18-03-2010,11.9927,9.760775
19-03-2010,11.858949,9.204525
20-03-2010,12.304365,11.26562
21-03-2010,11.909782,10.868274
22-03-2010,11.680199,9.788692
23-03-2010,12.232699,9.300358
24-03-2010,11.923948,10.914897
25-03-2010,11.557698,12.829326
26-03-2010,12.483533,12.306608
27-03-2010,12.115198,12.372658
28-03-2010,11.696033,12.7070875
29-03-2010,10.863949,12.409525
30-03-2010,11.204365,9.899525
31-03-2010,11.348115,10.734787
01-04-2010,12.309783,11.632857
02-04-2010,12.096448,12.051192
03-04-2010,11.742282,11.794942
04-04-2010,12.276866,12.071609
05-04-2010,12.201868,11.201608
06-04-2010,11.9577,11.692024
07-04-2010,11.8106165,11.559941
08-04-2010,11.65395,11.081609
09-04-2010,11.369365,11.924523
10-04-2010,12.0902,11.989524
11-04-2010,11.763533,11.064527
12-04-2010,11.999365,10.751192
13-04-2010,12.983533,10.858121
14-04-2010,13.232282,10.907442
15-04-2010,12.0189495,10.255775
16-04-2010,11.493532,10.2141075
17-04-2010,11.404367,10.141191
18-04-2010,11.019368,11.283277
19-04-2010,10.015615,11.774942
20-04-2010,10.023532,12.064525
21-04-2010,9.40395,13.08494
22-04-2010,9.048948,12.835358
23-04-2010,8.789366,12.586191
24-04-2010,8.791032,12.997441
25-04-2010,8.306866,12.9647875
26-04-2010,7.9768662,12.926608
27-04-2010,7.56145,13.471191
28-04-2010,8.733949,12.395357
29-04-2010,8.731449,11.60869
30-04-2010,9.927282,11.206607
01-05-2010,10.480201,10.970774
02-05-2010,10.067282,11.160357
03-05-2010,9.5989485,12.69744
04-05-2010,9.026866,13.8213005
05-05-2010,9.339365,12.707441
06-05-2010,8.770199,11.370775
07-05-2010,7.948533,12.796607
08-05-2010,7.7639494,12.842442
09-05-2010,7.657283,12.410358
10-05-2010,7.7010317,11.704941
11-05-2010,7.141866,11.734526
12-05-2010,7.140616,11.903275
13-05-2010,9.738116,12.432025
14-05-2010,9.106866,12.299941
15-05-2010,9.296032,12.282858
16-05-2010,9.039366,11.757441
17-05-2010,7.8960323,12.4536915
18-05-2010,6.6089487,11.408276
19-05-2010,7.219366,12.292025
20-05-2010,8.238533,12.714524
21-05-2010,8.235617,12.239109
22-05-2010,7.811449,12.894107
23-05-2010,7.6860332,12.69911
24-05-2010,7.3189487,11.881609
25-05-2010,6.7814493,11.985775
26-05-2010,6.6081166,11.860356
27-05-2010,7.1585326,10.603275
28-05-2010,7.4914494,9.901191
29-05-2010,8.533949,8.854107
30-05-2010,7.5052,9.432858
31-05-2010,7.0551996,11.658273
01-06-2010,6.9306154,12.139108
02-06-2010,6.728533,12.342027
03-06-2010,6.481449,12.309943
04-06-2010,6.083949,10.985776
05-06-2010,5.462283,11.849941
06-06-2010,5.563115,13.335359
07-06-2010,5.503533,12.859526
08-06-2010,5.3656163,12.152858
09-06-2010,5.3306155,11.368692
10-06-2010,6.135199,10.942024
11-06-2010,6.021449,11.210358
12-06-2010,5.4760327,11.261192
13-06-2010,6.148949,9.180775
14-06-2010,6.079366,11.0161915
15-06-2010,5.042282,11.208691
16-06-2010,5.6243663,10.882441
17-06-2010,4.9293656,10.804524
18-06-2010,5.240199,11.309108
19-06-2010,4.742699,11.258691
20-06-2010,5.176033,11.310775
21-06-2010,4.471032,11.379109
22-06-2010,5.165616,11.3511915
23-06-2010,5.5064497,11.468274
24-06-2010,4.8622823,12.25244
25-06-2010,5.2293653,12.306607
26-06-2010,5.2997823,11.437023
27-06-2010,5.3297825,9.9328575
28-06-2010,4.5251985,9.664942
29-06-2010,4.6110325,10.101606
30-06-2010,3.4814491,10.2628565
01-07-2010,3.756449,11.299524
02-07-2010,3.275199,11.301607
03-07-2010,3.7618656,11.472441
04-07-2010,4.333533,11.618691
05-07-2010,4.3881154,11.255359
06-07-2010,3.7235327,11.754524
07-07-2010,4.4064493,11.392858
08-07-2010,3.9831161,10.900357
09-07-2010,3.7639492,10.829526
10-07-2010,4.1876993,10.834523
11-07-2010,3.7331166,10.6620245
12-07-2010,3.6597824,10.612858
13-07-2010,3.8872824,10.6620245
14-07-2010,3.905616,10.965774
15-07-2010,4.4060326,10.967024
16-07-2010,4.2497826,11.222857
17-07-2010,3.9789493,10.079107
18-07-2010,3.8435328,9.446192
19-07-2010,2.0781884,9.624106
20-07-2010,2.6172829,10.223273
21-07-2010,3.620616,11.233691
22-07-2010,3.0847826,11.243691
23-07-2010,2.158596,11.419941
24-07-2010,3.0247827,12.616191
25-07-2010,3.065616,11.477025
26-07-2010,3.035616,10.445357
27-07-2010,2.6322827,10.088692
28-07-2010,2.9672823,11.110773
29-07-2010,2.724366,11.037024
30-07-2010,2.501449,10.829525
31-07-2010,3.5568662,10.466192
01-08-2010,3.5568655,11.244107
02-08-2010,3.4606159,10.88661
03-08-2010,3.7272825,10.442441
04-08-2010,3.3351989,10.494107
05-08-2010,3.116866,11.079523
06-08-2010,3.3797824,11.268274
07-08-2010,2.660616,10.882024
08-08-2010,3.1393657,11.109524
09-08-2010,3.3906155,11.721608
10-08-2010,3.5789762,11.26244
11-08-2010,4.451866,11.107441
12-08-2010,4.2106156,11.312025
13-08-2010,3.4922824,12.774941
14-08-2010,3.8989491,11.165357
15-08-2010,3.3039494,10.968692
16-08-2010,3.9043658,11.176191
17-08-2010,3.9835324,11.29119
18-08-2010,4.1818657,10.839524
19-08-2010,3.9614494,10.6811905
20-08-2010,3.6539493,10.373692
21-08-2010,3.7414494,9.942858
22-08-2010,3.6622825,9.915774
23-08-2010,3.899366,9.589108
24-08-2010,3.8651993,10.631606
25-08-2010,4.0693655,10.795358
26-08-2010,4.1126995,10.823691
27-08-2010,4.0731163,11.201607
28-08-2010,3.8089492,10.752025
29-08-2010,4.182699,10.822022
30-08-2010,4.0685325,10.346191
31-08-2010,4.396449,10.562857
01-09-2010,4.147699,11.157858
02-09-2010,4.0776987,10.319526
03-09-2010,4.058116,9.488691
04-09-2010,3.3581164,10.097442
05-09-2010,3.8289495,10.822441
06-09-2010,3.7897823,11.007857
07-09-2010,3.7860324,10.69869
08-09-2010,3.584783,11.142023
09-09-2010,3.466449,10.90869
10-09-2010,4.152699,11.369524
11-09-2010,4.190616,11.711606
12-09-2010,4.717699,10.990358
13-09-2010,4.815615,11.3286915
14-09-2010,4.188949,11.6861925
15-09-2010,3.8864493,10.622857
16-09-2010,4.081449,10.554109
17-09-2010,4.8218665,11.11244
18-09-2010,5.5689497,11.472025
19-09-2010,5.9656157,11.268274
20-09-2010,5.9626994,10.777025
21-09-2010,6.2068653,10.835773
22-09-2010,5.3768663,10.845358
23-09-2010,6.0056157,10.47119
24-09-2010,5.7689486,10.480776
25-09-2010,5.4972825,9.636189
26-09-2010,5.7476997,8.942025
27-09-2010,5.3801994,9.846607
28-09-2010,4.522282,9.832442
29-09-2010,5.0939493,8.971192
30-09-2010,5.419367,8.988275
01-10-2010,5.3126993,9.416191
02-10-2010,5.0397825,9.450358
03-10-2010,5.316032,9.445358
04-10-2010,5.209783,9.432442
05-10-2010,5.2722826,8.459941
06-10-2010,5.552699,9.204108
07-10-2010,5.1435323,8.318275
08-10-2010,5.470616,8.366191
09-10-2010,5.2214494,8.468275
10-10-2010,5.5126996,7.7578583
11-10-2010,5.5247827,8.389524
12-10-2010,5.9881153,9.972025
13-10-2010,5.972283,9.762442
14-10-2010,5.811033,9.356607
15-10-2010,5.731866,9.740358
16-10-2010,5.866866,9.494526
17-10-2010,5.903533,9.197026
18-10-2010,6.2643657,9.817859
19-10-2010,5.2260323,9.971607
20-10-2010,5.771866,10.417025
21-10-2010,6.7047825,10.451608
22-10-2010,6.9935327,10.320775
23-10-2010,6.946867,10.4207735
24-10-2010,6.8689494,10.627441
25-10-2010,6.983532,11.317021
26-10-2010,6.9801984,10.647442
27-10-2010,6.4443665,11.56869
28-10-2010,6.4735317,12.168691
29-10-2010,6.2839494,11.342026
30-10-2010,6.577699,10.342857
31-10-2010,6.1985316,9.677442
01-11-2010,6.3918667,10.349108
02-11-2010,6.5056157,11.0578575
03-11-2010,6.7164497,11.115357
04-11-2010,6.809366,9.797859
05-11-2010,6.856866,7.1866083
06-11-2010,7.3626995,6.6382747
07-11-2010,6.854366,5.8449416
08-11-2010,7.6597824,6.0195255
09-11-2010,7.575199,6.2628584
10-11-2010,7.7126994,6.820621
11-11-2010,7.833533,7.6895256
12-11-2010,8.051451,8.427025
13-11-2010,7.813533,8.663691
14-11-2010,8.065199,8.632025
15-11-2010,7.821866,8.301191
16-11-2010,7.883116,9.925359
17-11-2010,8.033949,10.009108
18-11-2010,8.417283,10.4832735
19-11-2010,9.1318655,9.7557745
20-11-2010,8.726866,9.664108
21-11-2010,8.981033,9.735774
22-11-2010,8.241032,9.412858
23-11-2010,8.217699,9.336608
24-11-2010,8.287699,9.5057745
25-11-2010,8.733949,8.968692
26-11-2010,9.073116,10.894941
27-11-2010,9.09145,10.767024
28-11-2010,8.808116,9.865775
29-11-2010,8.943533,10.264524
30-11-2010,8.991865,10.490776
01-12-2010,8.941865,9.800359
02-12-2010,8.645616,8.3286915
03-12-2010,9.1427,8.168692
04-12-2010,8.990616,7.332442
05-12-2010,8.985615,6.472025
06-12-2010,9.388949,6.8682747
07-12-2010,9.278531,6.619941
08-12-2010,9.35645,6.9103584
09-12-2010,9.760616,7.617858
10-12-2010,9.645199,5.210993
11-12-2010,9.634365,6.117352
12-12-2010,9.886867,7.271147
13-12-2010,9.101866,6.8024416
14-12-2010,9.351031,5.0103583
15-12-2010,10.2776985,5.1214547
16-12-2010,9.764365,5.909589
17-12-2010,9.990617,6.4390182
18-12-2010,9.743116,7.7891083
19-12-2010,9.459367,8.093692
20-12-2010,9.636033,7.5245247
21-12-2010,9.658534,6.2956214
22-12-2010,9.988533,6.7736917
23-12-2010,10.2102,6.8182745
24-12-2010,9.919367,6.642858
25-12-2010,9.6439495,7.383692
26-12-2010,9.842282,7.4482746
27-12-2010,9.879366,5.2549424
28-12-2010,10.365617,4.864942
29-12-2010,10.697282,7.0807753
30-12-2010,11.063116,9.047024
31-12-2010,10.958535,11.413275
01-01-2011,10.916449,10.545774
02-01-2011,11.215616,9.856191
03-01-2011,11.274783,9.461608
04-01-2011,11.192283,8.094109
05-01-2011,10.516867,8.649109
06-01-2011,10.871451,8.194108
07-01-2011,11.403116,7.7449427
08-01-2011,11.328948,7.4392166
09-01-2011,11.256866,8.543275
10-01-2011,10.878117,9.488276
11-01-2011,11.3352,10.294107
12-01-2011,11.652699,9.272024
13-01-2011,11.668117,7.480775
14-01-2011,11.686032,6.554525
15-01-2011,11.694782,5.868275
16-01-2011,11.262282,8.110775
17-01-2011,11.581034,9.220776
18-01-2011,11.942283,10.501191
19-01-2011,11.361032,11.184942
20-01-2011,11.438116,10.917858
21-01-2011,11.436866,10.711609
22-01-2011,12.098116,10.168691
23-01-2011,12.260616,9.373273
24-01-2011,12.712285,10.109109
25-01-2011,12.423115,10.580776
26-01-2011,12.831033,9.560358
27-01-2011,12.419783,9.349107
28-01-2011,13.1335335,8.867025
29-01-2011,13.307698,8.005359
30-01-2011,13.253949,9.353691
31-01-2011,12.468949,9.134524
01-02-2011,12.575615,10.894942
02-02-2011,13.300615,10.779107
03-02-2011,13.257281,9.938691
04-02-2011,12.853114,9.533275
05-02-2011,13.499367,8.688692
06-02-2011,14.123531,8.68786
07-02-2011,14.249782,9.761455
08-02-2011,13.736865,9.8703575
09-02-2011,14.065617,9.596608
10-02-2011,13.859783,10.382441
11-02-2011,14.7252,10.605357
12-02-2011,15.102283,9.835359
13-02-2011,14.17395,9.050776
14-02-2011,12.656449,7.597025
15-02-2011,13.980201,8.110359
16-02-2011,13.661031,8.327024
17-02-2011,12.566031,9.322024
18-02-2011,12.067699,9.682858
19-02-2011,12.434784,8.771192
20-02-2011,13.298533,9.159942
21-02-2011,13.068531,8.669941
22-02-2011,12.552282,10.272025
23-02-2011,11.872282,11.106608
24-02-2011,12.483534,10.082442
25-02-2011,13.390201,10.640357
26-02-2011,13.793532,10.495775
27-02-2011,13.2672825,10.813692
28-02-2011,12.882283,11.172857
01-03-2011,12.09145,11.029525
02-03-2011,12.002282,10.703276
03-03-2011,12.751868,8.816608
04-03-2011,12.683531,8.855357
05-03-2011,12.026865,9.484107
06-03-2011,11.970615,9.774525
07-03-2011,11.981867,9.364941
08-03-2011,11.667283,9.844941
09-03-2011,11.91645,10.570775
10-03-2011,12.240199,10.161609
11-03-2011,11.405198,8.100358
12-03-2011,11.6777,7.6453576
13-03-2011,11.614782,8.843274
14-03-2011,11.968949,9.242025
15-03-2011,12.033116,9.4745245
